date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:43	17933/17933	U--MC-	200	updated ('OK')	text/html	etag:%221388202221-0%22	http://savemyairport.dev/airports/indianapolis-intl	./airports/indianapolis-intl/index.html	(from http://savemyairport.dev/airports)
21:43:46	74639/74639	U--MC-	200	updated ('OK')	text/html	etag:%221388202222-0%22	http://savemyairport.dev/airports?page=1	./airports/index1.html	(from http://savemyairport.dev/airports)
21:43:50	74192/74192	U--MC-	200	updated ('OK')	text/html	etag:%221388202222-0%22	http://savemyairport.dev/airports?page=2	./airports/index2.html	(from http://savemyairport.dev/airports)
21:43:50	74028/74028	U--MC-	200	updated ('OK')	text/html	etag:%221388202223-0%22	http://savemyairport.dev/airports?page=3	./airports/index3.html	(from http://savemyairport.dev/airports)
21:43:50	74395/74395	U--MC-	200	updated ('OK')	text/html	etag:%221388202223-0%22	http://savemyairport.dev/airports?page=4	./airports/index4.html	(from http://savemyairport.dev/airports)
21:43:52	74195/74195	U--MC-	200	updated ('OK')	text/html	etag:%221388202226-0%22	http://savemyairport.dev/airports?page=5	./airports/index5.html	(from http://savemyairport.dev/airports)
21:43:54	73692/73692	U--MC-	200	updated ('OK')	text/html	etag:%221388202230-0%22	http://savemyairport.dev/airports?page=7	./airports/index7.html	(from http://savemyairport.dev/airports)
21:43:54	74051/74051	U--MC-	200	updated ('OK')	text/html	etag:%221388202230-0%22	http://savemyairport.dev/airports?page=6	./airports/index6.html	(from http://savemyairport.dev/airports)
21:43:54	73702/73702	U--MC-	200	updated ('OK')	text/html	etag:%221388202230-0%22	http://savemyairport.dev/airports?page=8	./airports/index8.html	(from http://savemyairport.dev/airports)
21:43:55	5180/5180	U-----	200	untouched ('')	image/jpeg	etag:%222c3dc3-143c-4e70e80d76200%22	http://savemyairport.dev/sites/default/files/styles/medium/public/512be35f3422f.preview-620.jpg?itok=xTRAoKdX	./sites/default/files/styles/medium/public/512be35f3422f.preview-620/index.jpg	(from http://savemyairport.dev/news)
21:43:55	30374/30374	U--MC-	200	updated ('OK')	text/html	etag:%221388202232-0%22	http://savemyairport.dev/airports?page=29	./airports/index29.html	(from http://savemyairport.dev/airports)
21:43:55	11712/11712	U-----	200	untouched ('')	image/png	etag:%222c3dc0-2dc0-4e70e80d76200%22	http://savemyairport.dev/sites/default/files/styles/medium/public/site_logo_fb_0.png?itok=dUYz6szI	./sites/default/files/styles/medium/public/site_logo_fb_0/index.png	(from http://savemyairport.dev/news)
21:43:55	3847/3847	U-----	200	untouched ('')	image/jpeg	etag:%222c3dc1-f07-4e70e80d76200%22	http://savemyairport.dev/sites/default/files/styles/medium/public/control_tower.jpeg?itok=iLzRQOrq	./sites/default/files/styles/medium/public/control_tower/index.jpg	(from http://savemyairport.dev/news)
21:43:56	28224/28224	U--MC-	200	updated ('OK')	text/html	etag:%221388202234-0%22	http://savemyairport.dev/news/2013-08-31-aviation-lobbyist-budget-woes-can-harm-napa-airport	./news/2013-08-31-aviation-lobbyist-budget-woes-can-harm-napa-airport/index.html	(from http://savemyairport.dev/news)
21:43:56	28194/28194	U--MC-	200	updated ('OK')	text/html	etag:%221388202234-0%22	http://savemyairport.dev/news/2013-08-31-whitmer-lobby-owensboro-daviess-county-regional-airport	./news/2013-08-31-whitmer-lobby-owensboro-daviess-county-regional-airport/index.html	(from http://savemyairport.dev/news)
21:43:57	5198/5198	U-----	200	untouched ('')	image/jpeg	etag:%222c3dc2-144e-4e70e80d76200%22	http://savemyairport.dev/sites/default/files/styles/medium/public/SI+airport.jpg?itok=DLOrALWm	./sites/default/files/styles/medium/public/SI+airport/index.jpg	(from http://savemyairport.dev/news)
21:43:57	29360/29360	U--MC-	200	updated ('OK')	text/html	etag:%221388202235-0%22	http://savemyairport.dev/news/2013-08-31-tribune-fate-four-idaho-airport-towers-air	./news/2013-08-31-tribune-fate-four-idaho-airport-towers-air/index.html	(from http://savemyairport.dev/news)
21:43:59	27563/27563	U--MC-	200	updated ('OK')	text/html	etag:%221388202235-0%22	http://savemyairport.dev/news/2013-08-31-conn-senator-lawmakers-seek-block-faa-plan-cut-spending-airport-control-towers	./news/2013-08-31-conn-senator-lawmakers-seek-block-faa-plan-cut-spending-airport-control-towers/index.html	(from http://savemyairport.dev/news)
21:43:59	28480/28480	U--MC-	200	updated ('OK')	text/html	etag:%221388202236-0%22	http://savemyairport.dev/news/2013-08-31-si-airport-officials-hope-higher-traffic-helps-keep-tower	./news/2013-08-31-si-airport-officials-hope-higher-traffic-helps-keep-tower/index.html	(from http://savemyairport.dev/news)
21:44:02	29135/29135	U--MC-	200	updated ('OK')	text/html	etag:%221388202237-0%22	http://savemyairport.dev/news/2013-06-02-congress-rescues-controllers-small-towers-and-flies-home	./news/2013-06-02-congress-rescues-controllers-small-towers-and-flies-home/index.html	(from http://savemyairport.dev/news)
21:44:02	62110/62110	U--MC-	200	updated ('OK')	text/html	etag:%221388202238-0%22	http://savemyairport.dev/news?page=1	./news/index1.html	(from http://savemyairport.dev/news)
21:44:04	60339/60339	U--MC-	200	updated ('OK')	text/html	etag:%221388202240-0%22	http://savemyairport.dev/news?page=3	./news/index3.html	(from http://savemyairport.dev/news)
21:44:04	62822/62822	U--MC-	200	updated ('OK')	text/html	etag:%221388202239-0%22	http://savemyairport.dev/news?page=2	./news/index2.html	(from http://savemyairport.dev/news)
21:44:06	57988/57988	U--MC-	200	updated ('OK')	text/html	etag:%221388202242-0%22	http://savemyairport.dev/news?page=4	./news/index4.html	(from http://savemyairport.dev/news)
21:44:06	58626/58626	U--MC-	200	updated ('OK')	text/html	etag:%221388202243-0%22	http://savemyairport.dev/news?page=5	./news/index5.html	(from http://savemyairport.dev/news)
21:44:09	60019/60019	U--MC-	200	updated ('OK')	text/html	etag:%221388202245-0%22	http://savemyairport.dev/news?page=6	./news/index6.html	(from http://savemyairport.dev/news)
21:44:09	59077/59077	U--MC-	200	updated ('OK')	text/html	etag:%221388202245-0%22	http://savemyairport.dev/news?page=7	./news/index7.html	(from http://savemyairport.dev/news)
21:44:11	57650/57650	U--MC-	200	updated ('OK')	text/html	etag:%221388202247-0%22	http://savemyairport.dev/news?page=8	./news/index8.html	(from http://savemyairport.dev/news)
21:44:11	41532/41532	U--MC-	200	updated ('OK')	text/html	etag:%221388202247-0%22	http://savemyairport.dev/news?page=11	./news/index11.html	(from http://savemyairport.dev/news)
21:44:13	34081/34081	U--MC-	200	updated ('OK')	text/html	etag:%221388202249-0%22	http://savemyairport.dev/notices/potential-loss-midnight-shift	./notices/potential-loss-midnight-shift/index.html	(from http://savemyairport.dev/notices)
21:44:13	28748/28748	U--MC-	200	updated ('OK')	text/html	etag:%221388202249-0%22	http://savemyairport.dev/articles/how-i-built-data	./articles/how-i-built-data/index.html	(from http://savemyairport.dev/about)
21:44:15	4256/4256	U-----	200	untouched ('OK')	text/css	etag:%2253144b-3ab-4ee4a84bfde40%22	http://savemyairport.dev/sites/default/files/css/css_7HsAjA7q1PeW9TxHJvISIhbJvn6BcppxUgV6r4MJoc4.css	./sites/default/files/css/css_7HsAjA7q1PeW9TxHJvISIhbJvn6BcppxUgV6r4MJoc4/index.css	(from http://savemyairport.dev/notices/final-closure-list)
21:44:15	28854/28854	U--MC-	200	updated ('OK')	text/html	etag:%221388202251-0%22	http://savemyairport.dev/articles/how-i-built-cms	./articles/how-i-built-cms/index.html	(from http://savemyairport.dev/about)
21:44:15	30043/30043	U--MC-	200	updated ('OK')	text/html	etag:%221388202251-0%22	http://savemyairport.dev/articles/background	./articles/background/index.html	(from http://savemyairport.dev/about)
21:44:15	18265/18265	U--MC-	200	updated ('OK')	text/html	etag:%221388202253-0%22	http://savemyairport.dev/airports/mobile-downtown	./airports/mobile-downtown/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:16	18292/18292	U--MC-	200	updated ('OK')	text/html	etag:%221388202255-0%22	http://savemyairport.dev/airports/fort-smith-rgnl	./airports/fort-smith-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:19	18297/18297	U--MC-	200	updated ('OK')	text/html	etag:%221388202255-0%22	http://savemyairport.dev/airports/rogers-muni-carter-field	./airports/rogers-muni-carter-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:19	17912/17912	U--MC-	200	updated ('OK')	text/html	etag:%221388202255-0%22	http://savemyairport.dev/airports/springdale-muni	./airports/springdale-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:19	18021/18021	U--MC-	200	updated ('OK')	text/html	etag:%221388202255-0%22	http://savemyairport.dev/airports/camarillo	./airports/camarillo/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:19	18243/18243	U--MC-	200	updated ('OK')	text/html	etag:%221388202256-0%22	http://savemyairport.dev/airports/buchanan-field	./airports/buchanan-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:21	16586/16586	U--MC-	200	updated ('OK')	text/html	etag:%221388202259-0%22	http://savemyairport.dev/airports/el-monte	./airports/el-monte/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:21	18401/18401	U--MC-	200	updated ('OK')	text/html	etag:%221388202259-0%22	http://savemyairport.dev/airports/jack-northrop-fieldhawthorne-muni	./airports/jack-northrop-fieldhawthorne-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:22	17710/17710	U--MC-	200	updated ('OK')	text/html	etag:%221388202259-0%22	http://savemyairport.dev/airports/brackett-field	./airports/brackett-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:22	18260/18260	U--MC-	200	updated ('OK')	text/html	etag:%221388202259-0%22	http://savemyairport.dev/airports/livermore-muni	./airports/livermore-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:23	18197/18197	U--MC-	200	updated ('OK')	text/html	etag:%221388202261-0%22	http://savemyairport.dev/airports/napa-county	./airports/napa-county/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:23	17743/17743	U--MC-	200	updated ('OK')	text/html	etag:%221388202261-0%22	http://savemyairport.dev/airports/palmdale-usaf-plant-42	./airports/palmdale-usaf-plant-42/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:25	18270/18270	U--MC-	200	updated ('OK')	text/html	etag:%221388202262-0%22	http://savemyairport.dev/airports/santa-monica-muni	./airports/santa-monica-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:25	18037/18037	U--MC-	200	updated ('OK')	text/html	etag:%221388202262-0%22	http://savemyairport.dev/airports/san-carlos	./airports/san-carlos/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:26	18004/18004	U--MC-	200	updated ('OK')	text/html	etag:%221388202263-0%22	http://savemyairport.dev/airports/charles-m-schulz-sonoma-county	./airports/charles-m-schulz-sonoma-county/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:26	18317/18317	U--MC-	200	updated ('OK')	text/html	etag:%221388202263-0%22	http://savemyairport.dev/airports/stockton-metropolitan	./airports/stockton-metropolitan/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:27	17160/17160	U--MC-	200	updated ('OK')	text/html	etag:%221388202265-0%22	http://savemyairport.dev/airports/front-range	./airports/front-range/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:27	18331/18331	U--MC-	200	updated ('OK')	text/html	etag:%221388202265-0%22	http://savemyairport.dev/airports/rocky-mountain-metropolitan	./airports/rocky-mountain-metropolitan/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:29	18397/18397	U--MC-	200	updated ('OK')	text/html	etag:%221388202266-0%22	http://savemyairport.dev/airports/manassas-rgnlharry-p-davis-field	./airports/manassas-rgnlharry-p-davis-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:29	18053/18053	U--MC-	200	updated ('OK')	text/html	etag:%221388202266-0%22	http://savemyairport.dev/airports/new-castle	./airports/new-castle/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:30	17388/17388	U--MC-	200	updated ('OK')	text/html	etag:%221388202268-0%22	http://savemyairport.dev/airports/st-lucie-county-intl	./airports/st-lucie-county-intl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:30	16932/16932	U--MC-	200	updated ('OK')	text/html	etag:%221388202268-0%22	http://savemyairport.dev/airports/cecil	./airports/cecil/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:32	17819/17819	U--MC-	200	updated ('OK')	text/html	etag:%221388202269-0%22	http://savemyairport.dev/airports/jacksonville-executive-craig	./airports/jacksonville-executive-craig/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:32	18108/18108	U--MC-	200	updated ('OK')	text/html	etag:%221388202269-0%22	http://savemyairport.dev/airports/opa-locka-executive	./airports/opa-locka-executive/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:33	18042/18042	U--MC-	200	updated ('OK')	text/html	etag:%221388202271-0%22	http://savemyairport.dev/airports/executive	./airports/executive/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:33	18085/18085	U--MC-	200	updated ('OK')	text/html	etag:%221388202271-0%22	http://savemyairport.dev/airports/kissimmee-gateway	./airports/kissimmee-gateway/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:35	18380/18380	U--MC-	200	updated ('OK')	text/html	etag:%221388202272-0%22	http://savemyairport.dev/airports/fulton-county-airport-brown-field	./airports/fulton-county-airport-brown-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:35	18315/18315	U--MC-	200	updated ('OK')	text/html	etag:%221388202272-0%22	http://savemyairport.dev/airports/columbus-metropolitan	./airports/columbus-metropolitan/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:36	17104/17104	U--MC-	200	updated ('OK')	text/html	etag:%221388202273-0%22	http://savemyairport.dev/airports/kalaeloa-john-rodgers-field	./airports/kalaeloa-john-rodgers-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:36	18388/18388	U--MC-	200	updated ('OK')	text/html	etag:%221388202273-0%22	http://savemyairport.dev/airports/sioux-gatewaycol-bud-day-field	./airports/sioux-gatewaycol-bud-day-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:37	18228/18228	U--MC-	200	updated ('OK')	text/html	etag:%221388202275-0%22	http://savemyairport.dev/airports/waterloo-rgnl	./airports/waterloo-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:37	18399/18399	U--MC-	200	updated ('OK')	text/html	etag:%221388202275-0%22	http://savemyairport.dev/airports/joslin-field-magic-valley-rgnl	./airports/joslin-field-magic-valley-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:39	18225/18225	U--MC-	200	updated ('OK')	text/html	etag:%221388202276-0%22	http://savemyairport.dev/airports/aurora-muni	./airports/aurora-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:39	19261/19261	U--MC-	200	updated ('OK')	text/html	etag:%221388202276-0%22	http://savemyairport.dev/airports/dupage	./airports/dupage/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:40	18299/18299	U--MC-	200	updated ('OK')	text/html	etag:%221388202277-0%22	http://savemyairport.dev/airports/williamson-county-rgnl	./airports/williamson-county-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:40	18155/18155	U--MC-	200	updated ('OK')	text/html	etag:%221388202277-0%22	http://savemyairport.dev/airports/abraham-lincoln-capital	./airports/abraham-lincoln-capital/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:41	18255/18255	U--MC-	200	updated ('OK')	text/html	etag:%221388202279-0%22	http://savemyairport.dev/airports/monroe-county-0	./airports/monroe-county-0/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:41	18275/18275	U--MC-	200	updated ('OK')	text/html	etag:%221388202279-0%22	http://savemyairport.dev/airports/purdue-university	./airports/purdue-university/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:43	17935/17935	U--MC-	200	updated ('OK')	text/html	etag:%221388202280-0%22	http://savemyairport.dev/airports/delaware-county-rgnl	./airports/delaware-county-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:43	19605/19605	U--MC-	200	updated ('OK')	text/html	etag:%221388202280-0%22	http://savemyairport.dev/airports/terre-haute-intl-hulman-field	./airports/terre-haute-intl-hulman-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:44	18285/18285	U--MC-	200	updated ('OK')	text/html	etag:%221388202281-0%22	http://savemyairport.dev/airports/garden-city-rgnl	./airports/garden-city-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:44	18231/18231	U--MC-	200	updated ('OK')	text/html	etag:%221388202281-0%22	http://savemyairport.dev/airports/forbes-field	./airports/forbes-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:45	18042/18042	U--MC-	200	updated ('OK')	text/html	etag:%221388202283-0%22	http://savemyairport.dev/airports/bowman-field	./airports/bowman-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:45	17372/17372	U--MC-	200	updated ('OK')	text/html	etag:%221388202283-0%22	http://savemyairport.dev/airports/chennault-intl	./airports/chennault-intl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:47	18289/18289	U--MC-	200	updated ('OK')	text/html	etag:%221388202284-0%22	http://savemyairport.dev/airports/lake-charles-rgnl	./airports/lake-charles-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:47	18217/18217	U--MC-	200	updated ('OK')	text/html	etag:%221388202284-0%22	http://savemyairport.dev/airports/monroe-rgnl	./airports/monroe-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:48	18239/18239	U--MC-	200	updated ('OK')	text/html	etag:%221388202285-0%22	http://savemyairport.dev/airports/lakefront	./airports/lakefront/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:48	18221/18221	U--MC-	200	updated ('OK')	text/html	etag:%221388202285-0%22	http://savemyairport.dev/airports/barnes-muni	./airports/barnes-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:49	18249/18249	U--MC-	200	updated ('OK')	text/html	etag:%221388202287-0%22	http://savemyairport.dev/airports/ann-arbor-muni	./airports/ann-arbor-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:49	18362/18362	U--MC-	200	updated ('OK')	text/html	etag:%221388202287-0%22	http://savemyairport.dev/airports/jackson-county-reynolds-field	./airports/jackson-county-reynolds-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:51	18262/18262	U--MC-	200	updated ('OK')	text/html	etag:%221388202288-0%22	http://savemyairport.dev/airports/muskegon-county	./airports/muskegon-county/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:51	17475/17475	U--MC-	200	updated ('OK')	text/html	etag:%221388202288-0%22	http://savemyairport.dev/airports/crystal	./airports/crystal/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:52	18238/18238	U--MC-	200	updated ('OK')	text/html	etag:%221388202289-0%22	http://savemyairport.dev/airports/flying-cloud	./airports/flying-cloud/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:52	18317/18317	U--MC-	200	updated ('OK')	text/html	etag:%221388202289-0%22	http://savemyairport.dev/airports/jefferson-city-memorial	./airports/jefferson-city-memorial/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:53	18037/18037	U--MC-	200	updated ('OK')	text/html	etag:%221388202291-0%22	http://savemyairport.dev/airports/joplin-rgnl	./airports/joplin-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:55	18267/18267	U--MC-	200	updated ('OK')	text/html	etag:%221388202292-0%22	http://savemyairport.dev/airports/rosecrans-memorial	./airports/rosecrans-memorial/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:55	18328/18328	U--MC-	200	updated ('OK')	text/html	etag:%221388202292-0%22	http://savemyairport.dev/airports/golden-triangle-rgnl	./airports/golden-triangle-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:55	25990/25990	---M--	200	added ('OK')	image/jpeg	etag:%22569f0f-6586-4ee8fa7375d00%22	http://savemyairport.dev/sites/default/files/styles/large/public/327881_t607.JPG?itok=aZ0gpxle	./sites/default/files/styles/large/public/327881_t607/index.jpg	(from http://savemyairport.dev/news/2013-09-30-officials-potential-government-shutdown-would-not-affect-witham-field-tower-stuart)
21:44:55	18212/18212	U--MC-	200	updated ('OK')	text/html	etag:%221388202293-0%22	http://savemyairport.dev/airports/key-field	./airports/key-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:58	18232/18232	U--MC-	200	updated ('OK')	text/html	etag:%221388202295-0%22	http://savemyairport.dev/airports/helena-rgnl	./airports/helena-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:58	18305/18305	U--MC-	200	updated ('OK')	text/html	etag:%221388202295-0%22	http://savemyairport.dev/airports/central-nebraska-rgnl	./airports/central-nebraska-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:59	18247/18247	U--MC-	200	updated ('OK')	text/html	etag:%221388202295-0%22	http://savemyairport.dev/airports/essex-county	./airports/essex-county/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:44:59	16595/16595	---M--	200	added ('OK')	image/jpeg	etag:%22569d8a-40d3-4ee8f8c836d00%22	http://savemyairport.dev/sites/default/files/styles/large/public/5B039BFF3A4843749489E37008C74315.jpg?itok=65wIZyNZ	./sites/default/files/styles/large/public/5B039BFF3A4843749489E37008C74315/index.jpg	(from http://savemyairport.dev/news/2013-09-24-nwfl-beaches-international-airports-control-tower-could-lose-funding)
21:44:59	18243/18243	U--MC-	200	updated ('OK')	text/html	etag:%221388202298-0%22	http://savemyairport.dev/airports/lea-county-rgnl	./airports/lea-county-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:00	18307/18307	U--MC-	200	updated ('OK')	text/html	etag:%221388202299-0%22	http://savemyairport.dev/airports/roswell-intl-air-center	./airports/roswell-intl-air-center/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:01	11294/11294	---M--	200	added ('OK')	image/jpeg	etag:%22569dd0-2c1e-4ee8f911a5a40%22	http://savemyairport.dev/sites/default/files/styles/large/public/PalmerAirport-Carousel%2A309.jpg?itok=i-LJz3ua	./sites/default/files/styles/large/public/PalmerAirport-Carousel_309/index.jpg	(from http://savemyairport.dev/news/2013-09-23-feds-may-privatize-air-traffic-control-pittsburgh-business-times)
21:45:01	18420/18420	U--MC-	200	updated ('OK')	text/html	etag:%221388202299-0%22	http://savemyairport.dev/airports/greater-binghamtonedwin-link-field	./airports/greater-binghamtonedwin-link-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:02	18296/18296	U--MC-	200	updated ('OK')	text/html	etag:%221388202300-0%22	http://savemyairport.dev/airports/niagara-falls-intl	./airports/niagara-falls-intl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:03	18259/18259	U--MC-	200	updated ('OK')	text/html	etag:%221388202301-0%22	http://savemyairport.dev/airports/dutchess-county	./airports/dutchess-county/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:03	15579/15579	---M--	200	added ('OK')	image/jpeg	etag:%22569d14-3cdb-4ee8f8622bc40%22	http://savemyairport.dev/sites/default/files/styles/large/public/ControlTower315x309%2A309_1.jpg?itok=jljEmhEY	./sites/default/files/styles/large/public/ControlTower315x309_309_1/index.jpg	(from http://savemyairport.dev/news/2013-09-18-faa-again-considers-controller-furloughs-tower-closures-wichita-business-journal)
21:45:04	18277/18277	U--MC-	200	updated ('OK')	text/html	etag:%221388202302-0%22	http://savemyairport.dev/airports/francis-s-gabreski	./airports/francis-s-gabreski/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:06	18283/18283	U--MC-	200	updated ('OK')	text/html	etag:%221388202303-0%22	http://savemyairport.dev/airports/mansfield-lahm-rgnl	./airports/mansfield-lahm-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:06	19427/19427	U--MC-	200	updated ('OK')	text/html	etag:%221388202303-0%22	http://savemyairport.dev/airports/youngstown-warren-rgnl	./airports/youngstown-warren-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:07	18420/18420	---M--	200	added ('OK')	image/jpeg	etag:%22569401-47f4-4ee8c09daa9c0%22	http://savemyairport.dev/sites/default/files/styles/large/public/50028_t607.JPG?itok=Ytd_fGKC	./sites/default/files/styles/large/public/50028_t607/index.jpg	(from http://savemyairport.dev/news/2013-09-09-camarillo-airport-officials-hope-boost-operations-protect-control-tower)
21:45:08	12631/12631	---M--	200	added ('OK')	image/jpeg	etag:%225692c3-3157-4ee8bf42876c0%22	http://savemyairport.dev/sites/default/files/styles/large/public/smith-reynolds-airport-sign-3x2%2A309.jpg?itok=E3YcnGx-	./sites/default/files/styles/large/public/smith-reynolds-airport-sign-3x2_309/index.jpg	(from http://savemyairport.dev/news/2013-09-04-smith-reynolds-tower-likely-remain-open-past-sept-30)
21:45:08	17497/17497	U--MC-	200	updated ('OK')	text/html	etag:%221388202306-0%22	http://savemyairport.dev/airports/ardmore-muni	./airports/ardmore-muni/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:08	18259/18259	U--MC-	200	updated ('OK')	text/html	etag:%221388202306-0%22	http://savemyairport.dev/airports/enid-woodring-rgnl	./airports/enid-woodring-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:09	18262/18262	U--MC-	200	updated ('OK')	text/html	etag:%221388202307-0%22	http://savemyairport.dev/airports/klamath-falls	./airports/klamath-falls/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:10	18306/18306	U--MC-	200	updated ('OK')	text/html	etag:%221388202308-0%22	http://savemyairport.dev/airports/northeast-philadelphia	./airports/northeast-philadelphia/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:11	18371/18371	U--MC-	200	updated ('OK')	text/html	etag:%221388202308-0%22	http://savemyairport.dev/airports/reading-rgnlcarl-spaatz-field	./airports/reading-rgnlcarl-spaatz-field/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:11	18297/18297	U--MC-	200	updated ('OK')	text/html	etag:%221388202308-0%22	http://savemyairport.dev/airports/williamsport-rgnl	./airports/williamsport-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:11	18271/18271	U--MC-	200	updated ('OK')	text/html	etag:%221388202309-0%22	http://savemyairport.dev/airports/florence-rgnl	./airports/florence-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:12	18200/18200	U--MC-	200	updated ('OK')	text/html	etag:%221388202310-0%22	http://savemyairport.dev/airports/smyrna-0	./airports/smyrna-0/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:13	18284/18284	U--MC-	200	updated ('OK')	text/html	etag:%221388202311-0%22	http://savemyairport.dev/airports/jack-brooks-rgnl	./airports/jack-brooks-rgnl/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:13	18056/18056	U--MC-	200	updated ('OK')	text/html	etag:%221388202311-0%22	http://savemyairport.dev/airports/arlington-muni-1	./airports/arlington-muni-1/index.html	(from http://savemyairport.dev/notices/potential-closure-list)
21:45:14	28185/28185	---MC-	200	added ('OK')	text/html	etag:%221388202312-0%22	http://savemyairport.dev/news/2013-06-02-faa-staff-72-airport-control-towers-night	./news/2013-06-02-faa-staff-72-airport-control-towers-night/index.html	(from http://savemyairport.dev/news?page=1)
